score,label,segment
0.35818282642621974,0.0,2
0.49269447676416434,0.0,2
0.11770904455562352,1.0,0
0.6481083932874312,0.0,3
0.38956373286016277,0.0,2
0.05763354867245901,0.0,0
0.24200960711500186,0.0,1
0.37596158050865897,1.0,2
0.36232778547079625,1.0,2
0.13809805725248323,0.0,0
0.0991086689452135,0.0,0
0.24653026636686007,0.0,1
0.3026219316832306,0.0,1
0.10141555869158934,0.0,0
0.09455539519008505,0.0,0
0.41382217521335884,0.0,2
0.1272086524236803,0.0,0
0.7070457790498695,1.0,3
0.4003944135176894,1.0,2
0.13502921323061917,1.0,0
0.25493745918001076,1.0,1
0.19638054888717116,0.0,0
0.2078194489759764,1.0,0
0.1690754633020037,0.0,0
0.688140361387845,0.0,3
0.2849980294591981,0.0,1
0.07781901140950326,0.0,0
0.050162864698687824,0.0,0
0.3999735154983595,0.0,2
0.6934859914642743,1.0,3
0.5290429842024932,0.0,3
0.3411216715683323,0.0,1
0.13055968203670915,0.0,0
0.18007964792098066,0.0,0
0.15084115760387845,0.0,0
0.28492710751706274,1.0,1
0.3437454130321139,0.0,1
0.5791346767134432,1.0,3
0.0557785167673853,0.0,0
0.19647170943258646,0.0,0
0.13510522388791646,0.0,0
0.24725700993787608,0.0,1
0.3101347535795589,0.0,1
0.5054206141760417,0.0,2
0.31981653874818233,0.0,1
0.3214118319955005,1.0,1
0.5809185533834732,1.0,3
0.36159555902360807,1.0,2
0.2253383467890622,0.0,1
0.1751728628997093,0.0,0
0.1116704402066321,0.0,0
0.4020514492452256,0.0,2
0.256289203913247,0.0,1
0.2092620427391952,1.0,0
0.3297059399833402,0.0,1
0.42890419357593407,1.0,2
0.3396365116875378,0.0,1
0.3277459839507115,1.0,1
0.18276713153961588,0.0,0
0.5374568536682014,1.0,3
0.17146217544311265,1.0,0
0.2776808599385581,1.0,1
0.3119581029509333,0.0,1
0.5025743071736591,1.0,2
0.22093625984387635,0.0,1
0.434434078762168,0.0,2
0.09327682141242855,0.0,0
0.042549409854660686,0.0,0
0.3974759638664002,0.0,2
0.2770967092103167,0.0,1
0.08851970633534449,0.0,0
0.22923820504911063,0.0,1
0.35362943618994935,0.0,2
0.07224433363260248,0.0,0
0.29045547397823046,0.0,1
0.4954978429590188,1.0,2
0.5444528564047615,1.0,3
0.39217582024425485,1.0,2
0.3103778334720336,0.0,1
0.576595099472038,1.0,3
0.5489120654765259,1.0,3
0.041265681290520925,0.0,0
0.24607150385204965,1.0,1
0.08599346818784989,0.0,0
0.08630730141813045,0.0,0
0.3492138318186651,0.0,1
0.4415961444395165,0.0,2
0.3147108631706032,0.0,1
0.15917630072361844,0.0,0
0.4056762595848086,1.0,2
0.157909100880344,0.0,0
0.20034930793475092,1.0,0
0.143895600417539,0.0,0
0.6281331120596145,0.0,3
0.323689864555447,1.0,1
0.19824200359382782,0.0,0
0.025338238866333476,0.0,0
0.07754472692797844,0.0,0
0.27112750638955224,1.0,1
0.326502979627243,0.0,1
0.2969552337412989,0.0,1
0.3293408144773902,1.0,1
0.47679016928347506,1.0,2
0.6432043426928435,1.0,3
0.08835021518246679,0.0,0
0.02479077912293696,0.0,0
0.07806098912374755,0.0,0
0.5595708123933323,1.0,3
0.1691313121189021,0.0,0
0.03524677015744674,0.0,0
0.11764695001639279,0.0,0
0.09442685340042033,0.0,0
0.27536530071545295,0.0,1
0.19879169163990756,1.0,0
0.39836749047798764,0.0,2
0.28684296145971416,0.0,1
0.15467152994074668,0.0,0
0.06441425593118243,0.0,0
0.7341041956973052,1.0,3
0.25949238940549935,0.0,1
0.07030776105763248,0.0,0
0.14723248823845683,1.0,0
0.3337001414744214,1.0,1
0.46655832454678553,0.0,2
0.21198237839965464,0.0,0
0.17941364262654766,0.0,0
0.25466539355066875,0.0,1
0.5196460925287367,0.0,3
0.07258960719422392,0.0,0
0.17777383080594292,1.0,0
0.5852120272662628,1.0,3
0.2837603289983038,1.0,1
0.05823395205395682,0.0,0
0.4958736537779732,0.0,2
0.3121816586934401,0.0,1
0.34865739162729364,1.0,1
0.3444347450449802,1.0,1
0.4191715850833364,1.0,2
0.357020339635904,0.0,2
0.37505473939205886,0.0,2
0.3310958824097494,1.0,1
0.09213818364117442,0.0,0
0.5147318308632299,1.0,3
0.15016767889845828,0.0,0
0.09405914829177006,0.0,0
0.2058409688565571,0.0,0
0.022789456416070424,0.0,0
0.3112309347789419,1.0,1
0.3128159195411887,1.0,1
0.49685798323671343,0.0,2
0.21866026833955013,0.0,0
0.28522166234373864,0.0,1
0.24589727735114564,1.0,1
0.1316833079070564,0.0,0
0.2510195759457849,0.0,1
0.38767703347174925,1.0,2
0.13423058740555865,0.0,0
0.06962752393471838,0.0,0
0.13728711847081274,1.0,0
0.11271584965049238,0.0,0
0.14273987607175206,0.0,0
0.14887919688208984,0.0,0
0.29475620231709787,1.0,1
0.12317155785572749,0.0,0
0.2402672183344091,1.0,1
0.3682751561582947,0.0,2
0.023368750790665832,0.0,0
0.18011360270436338,0.0,0
0.5664889120985684,1.0,3
0.1499939249438512,1.0,0
0.2706373220947268,0.0,1
0.025490148607446275,0.0,0
0.7772038153303038,1.0,3
0.23343278431372538,0.0,1
0.2880905187303399,0.0,1
0.13151449788654365,0.0,0
0.20336721781112077,0.0,0
0.4351742808785431,1.0,2
0.13613536529060424,0.0,0
0.27467025034379716,0.0,1
0.32844966008609866,1.0,1
0.21155765247562308,0.0,0
0.26964040954807106,0.0,1
0.326684866100914,1.0,1
0.10461351066147076,0.0,0
0.2053703857797413,0.0,0
0.3280106987241625,1.0,1
0.46490241545472816,0.0,2
0.4303508763826815,0.0,2
0.03340664215970085,0.0,0
0.33307756039287345,0.0,1
0.5092731238073426,1.0,2
0.24303411654593654,0.0,1
0.32904823766353763,0.0,1
0.22689223785562637,1.0,1
0.29097372934805227,0.0,1
0.34832273907405414,1.0,1
0.42143064146136994,0.0,2
0.3373244970682752,0.0,1
0.24578695283477298,0.0,1
